label,kp_name,x,y
uncover,Left wrist,62,27
uncover,thorax,62,30
uncover,head top,74,21
uncover,Right ankle,65,88
uncover,Right knee,38,91
uncover,Right hip,49,71
uncover,Left hip,65,70
uncover,Left knee,68,98
uncover,Left ankle,70,121
uncover,Right wrist,55,58
uncover,Right elbow,37,51
uncover,Right shoulder,48,36
uncover,Left shoulder,71,34
uncover,Left elbow,75,52
uncover,Left wrist,83,66
uncover,thorax,58,32
uncover,head top,57,15
uncover,Right ankle,47,112
uncover,Right knee,56,88
uncover,Right hip,71,71
uncover,Left hip,63,67
uncover,Left knee,47,83
uncover,Left ankle,44,110
uncover,Right wrist,39,51
uncover,Right elbow,55,47
uncover,Right shoulder,59,30
uncover,Left shoulder,65,27
uncover,Left elbow,70,48
uncover,Left wrist,78,61
uncover,thorax,63,25
uncover,head top,59,11
uncover,Right ankle,61,125
uncover,Right knee,58,99
uncover,Right hip,53,74
uncover,Left hip,68,69
uncover,Left knee,67,86
uncover,Left ankle,68,96
uncover,Right wrist,53,60
uncover,Right elbow,42,55
uncover,Right shoulder,47,38
uncover,Left shoulder,68,37
uncover,Left elbow,77,53
uncover,Left wrist,62,53
uncover,thorax,57,36
uncover,head top,55,17
uncover,Right ankle,62,122
uncover,Right knee,70,96
uncover,Right hip,56,73
uncover,Left hip,59,73
uncover,Left knee,68,94
uncover,Left ankle,63,123
uncover,Right wrist,61,73
uncover,Right elbow,57,55
uncover,Right shoulder,55,35
uncover,Left shoulder,64,34
uncover,Left elbow,74,46
uncover,Left wrist,61,48
uncover,thorax,58,31
uncover,head top,63,17
uncover,Right ankle,58,95
uncover,Right knee,56,84
uncover,Right hip,51,66
uncover,Left hip,67,65
uncover,Left knee,69,83
uncover,Left ankle,67,93
uncover,Right wrist,53,21
uncover,Right elbow,38,20
uncover,Right shoulder,50,33
uncover,Left shoulder,66,32
uncover,Left elbow,78,19
uncover,Left wrist,62,22
uncover,thorax,58,31
uncover,head top,56,14
uncover,Right ankle,57,127
uncover,Right knee,56,102
uncover,Right hip,55,76
uncover,Left hip,72,74
uncover,Left knee,89,91
uncover,Left ankle,64,91
uncover,Right wrist,54,61
uncover,Right elbow,43,56
uncover,Right shoulder,47,39
uncover,Left shoulder,68,37
uncover,Left elbow,77,54
uncover,Left wrist,64,55
uncover,thorax,57,35
uncover,head top,55,18
uncover,Right ankle,51,90
uncover,Right knee,43,68
uncover,Right hip,70,66
uncover,Left hip,65,64
uncover,Left knee,38,65
uncover,Left ankle,50,89
uncover,Right wrist,62,40
uncover,Right elbow,55,45
uncover,Right shoulder,59,30
uncover,Left shoulder,67,26
uncover,Left elbow,65,46
uncover,Left wrist,57,38
uncover,thorax,62,25
uncover,head top,57,13
uncover,Right ankle,49,92
uncover,Right knee,38,72
uncover,Right hip,66,68
uncover,Left hip,61,64
uncover,Left knee,35,70
uncover,Left ankle,47,91
uncover,Right wrist,64,22
uncover,Right elbow,55,14
uncover,Right shoulder,57,30
uncover,Left shoulder,64,28
uncover,Left elbow,64,50
uncover,Left wrist,54,65
uncover,thorax,60,28
uncover,head top,51,15
uncover,Right ankle,77,91
uncover,Right knee,86,68
uncover,Right hip,61,65
uncover,Left hip,54,68
uncover,Left knee,65,95
uncover,Left ankle,57,120
uncover,Right wrist,68,50
uncover,Right elbow,56,52
uncover,Right shoulder,50,31
uncover,Left shoulder,64,33
uncover,Left elbow,74,47
uncover,Left wrist,58,46
uncover,thorax,57,31
uncover,head top,64,17
uncover,Right ankle,50,92
uncover,Right knee,41,72
uncover,Right hip,66,69
uncover,Left hip,62,65
uncover,Left knee,34,70
uncover,Left ankle,49,93
uncover,Right wrist,35,30
uncover,Right elbow,44,39
uncover,Right shoulder,60,28
uncover,Left shoulder,63,27
uncover,Left elbow,46,38
uncover,Left wrist,35,29
uncover,thorax,63,24
uncover,head top,58,11
uncover,Right ankle,57,100
uncover,Right knee,53,86
uncover,Right hip,52,68
uncover,Left hip,69,68
uncover,Left knee,69,86
uncover,Left ankle,69,97
uncover,Right wrist,55,58
uncover,Right elbow,40,55
uncover,Right shoulder,46,38
uncover,Left shoulder,69,36
uncover,Left elbow,77,52
uncover,Left wrist,63,52
uncover,thorax,57,35
uncover,head top,55,16
uncover,Right ankle,64,107
uncover,Right knee,79,83
uncover,Right hip,55,70
uncover,Left hip,56,69
uncover,Left knee,77,83
uncover,Left ankle,63,106
uncover,Right wrist,73,51
uncover,Right elbow,61,53
uncover,Right shoulder,52,32
uncover,Left shoulder,61,34
uncover,Left elbow,75,20
uncover,Left wrist,62,25
uncover,thorax,58,30
uncover,head top,71,18
uncover,Right ankle,45,96
uncover,Right knee,43,70
uncover,Right hip,61,67
uncover,Left hip,70,67
uncover,Left knee,63,93
uncover,Left ankle,71,117
uncover,Right wrist,42,23
uncover,Right elbow,43,39
uncover,Right shoulder,65,28
uncover,Left shoulder,58,28
uncover,Left elbow,45,37
uncover,Left wrist,43,24
uncover,thorax,61,25
uncover,head top,60,11
uncover,Right ankle,39,93
uncover,Right knee,40,68
uncover,Right hip,60,66
uncover,Left hip,66,67
uncover,Left knee,52,92
uncover,Left ankle,77,96
uncover,Right wrist,62,23
uncover,Right elbow,54,18
uncover,Right shoulder,58,33
uncover,Left shoulder,62,29
uncover,Left elbow,59,52
uncover,Left wrist,52,50
uncover,thorax,59,29
uncover,head top,48,18
uncover,Right ankle,65,117
uncover,Right knee,59,91
uncover,Right hip,73,69
uncover,Left hip,68,67
uncover,Left knee,56,91
uncover,Left ankle,64,116
uncover,Right wrist,55,21
uncover,Right elbow,44,23
uncover,Right shoulder,65,28
uncover,Left shoulder,59,28
uncover,Left elbow,46,42
uncover,Left wrist,43,28
uncover,thorax,62,25
uncover,head top,65,11
uncover,Right ankle,47,100
uncover,Right knee,71,87
uncover,Right hip,52,72
uncover,Left hip,57,70
uncover,Left knee,78,76
uncover,Left ankle,78,102
uncover,Right wrist,62,24
uncover,Right elbow,72,33
uncover,Right shoulder,57,29
uncover,Left shoulder,59,31
uncover,Left elbow,74,44
uncover,Left wrist,89,52
uncover,thorax,58,26
uncover,head top,61,15
uncover,Right ankle,62,103
uncover,Right knee,80,81
uncover,Right hip,55,70
uncover,Left hip,57,68
uncover,Left knee,77,80
uncover,Left ankle,62,99
uncover,Right wrist,68,66
uncover,Right elbow,57,52
uncover,Right shoulder,54,32
uncover,Left shoulder,64,35
uncover,Left elbow,66,52
uncover,Left wrist,68,66
uncover,thorax,60,31
uncover,head top,70,18
uncover,Right ankle,53,127
uncover,Right knee,53,103
uncover,Right hip,52,76
uncover,Left hip,69,75
uncover,Left knee,70,103
uncover,Left ankle,75,126
uncover,Right wrist,52,25
uncover,Right elbow,37,24
uncover,Right shoulder,50,38
uncover,Left shoulder,67,36
uncover,Left elbow,78,23
uncover,Left wrist,64,25
uncover,thorax,57,36
uncover,head top,57,19
uncover,Right ankle,60,122
uncover,Right knee,55,95
uncover,Right hip,52,72
uncover,Left hip,67,70
uncover,Left knee,64,98
uncover,Left ankle,57,120
uncover,Right wrist,31,66
uncover,Right elbow,40,52
uncover,Right shoulder,47,36
uncover,Left shoulder,70,34
uncover,Left elbow,82,53
uncover,Left wrist,89,63
uncover,thorax,57,32
uncover,head top,54,15
uncover,Right ankle,54,120
uncover,Right knee,61,94
uncover,Right hip,51,70
uncover,Left hip,55,71
uncover,Left knee,69,95
uncover,Left ankle,54,119
uncover,Right wrist,88,38
uncover,Right elbow,70,38
uncover,Right shoulder,54,30
uncover,Left shoulder,53,31
uncover,Left elbow,75,34
uncover,Left wrist,90,31
uncover,thorax,53,27
uncover,head top,56,15
uncover,Right ankle,55,124
uncover,Right knee,55,97
uncover,Right hip,51,73
uncover,Left hip,68,72
uncover,Left knee,69,98
uncover,Left ankle,70,123
uncover,Right wrist,58,61
uncover,Right elbow,42,54
uncover,Right shoulder,47,35
uncover,Left shoulder,69,35
uncover,Left elbow,75,52
uncover,Left wrist,61,59
uncover,thorax,57,33
uncover,head top,55,14
uncover,Right ankle,63,89
uncover,Right knee,40,96
uncover,Right hip,50,73
uncover,Left hip,65,73
uncover,Left knee,68,101
uncover,Left ankle,72,124
uncover,Right wrist,53,60
uncover,Right elbow,41,56
uncover,Right shoulder,46,38
uncover,Left shoulder,69,37
uncover,Left elbow,76,53
uncover,Left wrist,62,54
uncover,thorax,57,36
uncover,head top,54,18
uncover,Right ankle,70,112
uncover,Right knee,57,89
uncover,Right hip,73,69
uncover,Left hip,68,67
uncover,Left knee,54,90
uncover,Left ankle,69,112
uncover,Right wrist,65,23
uncover,Right elbow,56,16
uncover,Right shoulder,59,31
uncover,Left shoulder,65,29
uncover,Left elbow,71,45
uncover,Left wrist,74,52
uncover,thorax,61,28
uncover,head top,53,14
uncover,Right ankle,52,91
uncover,Right knee,43,69
uncover,Right hip,70,69
uncover,Left hip,64,63
uncover,Left knee,38,68
uncover,Left ankle,49,93
uncover,Right wrist,52,60
uncover,Right elbow,56,46
uncover,Right shoulder,56,31
uncover,Left shoulder,67,26
uncover,Left elbow,63,48
uncover,Left wrist,55,59
uncover,thorax,62,26
uncover,head top,56,13
uncover,Right ankle,71,92
uncover,Right knee,87,70
uncover,Right hip,57,67
uncover,Left hip,61,66
uncover,Left knee,84,69
uncover,Left ankle,73,91
uncover,Right wrist,59,66
uncover,Right elbow,51,53
uncover,Right shoulder,50,33
uncover,Left shoulder,62,32
uncover,Left elbow,73,47
uncover,Left wrist,60,47
uncover,thorax,56,31
uncover,head top,63,16
uncover,Right ankle,46,105
uncover,Right knee,70,91
uncover,Right hip,53,70
uncover,Left hip,59,69
uncover,Left knee,80,71
uncover,Left ankle,78,97
uncover,Right wrist,87,38
uncover,Right elbow,71,37
uncover,Right shoulder,52,30
uncover,Left shoulder,55,30
uncover,Left elbow,74,34
uncover,Left wrist,90,31
uncover,thorax,56,27
uncover,head top,59,16
uncover,Right ankle,75,92
uncover,Right knee,86,68
uncover,Right hip,59,66
uncover,Left hip,52,72
uncover,Left knee,62,95
uncover,Left ankle,61,120
uncover,Right wrist,75,52
uncover,Right elbow,61,50
uncover,Right shoulder,51,31
uncover,Left shoulder,58,31
uncover,Left elbow,74,36
uncover,Left wrist,77,20
uncover,thorax,54,28
uncover,head top,54,14
uncover,Right ankle,42,97
uncover,Right knee,41,71
uncover,Right hip,62,67
uncover,Left hip,66,70
uncover,Left knee,52,89
uncover,Left ankle,71,106
uncover,Right wrist,33,32
uncover,Right elbow,44,39
uncover,Right shoulder,60,30
uncover,Left shoulder,60,31
uncover,Left elbow,46,40
uncover,Left wrist,34,33
uncover,thorax,63,28
uncover,head top,57,14
uncover,Right ankle,62,124
uncover,Right knee,58,101
uncover,Right hip,53,75
uncover,Left hip,69,73
uncover,Left knee,66,103
uncover,Left ankle,59,124
uncover,Right wrist,50,55
uncover,Right elbow,38,55
uncover,Right shoulder,46,38
uncover,Left shoulder,69,36
uncover,Left elbow,80,53
uncover,Left wrist,65,54
uncover,thorax,58,36
uncover,head top,55,17
uncover,Right ankle,70,110
uncover,Right knee,78,85
uncover,Right hip,57,70
uncover,Left hip,62,68
uncover,Left knee,84,69
uncover,Left ankle,85,96
uncover,Right wrist,67,51
uncover,Right elbow,56,53
uncover,Right shoulder,51,33
uncover,Left shoulder,63,33
uncover,Left elbow,73,46
uncover,Left wrist,59,47
uncover,thorax,56,31
uncover,head top,63,18
uncover,Right ankle,57,97
uncover,Right knee,50,85
uncover,Right hip,52,67
uncover,Left hip,69,66
uncover,Left knee,69,83
uncover,Left ankle,69,94
uncover,Right wrist,56,57
uncover,Right elbow,43,54
uncover,Right shoulder,47,36
uncover,Left shoulder,69,35
uncover,Left elbow,74,53
uncover,Left wrist,62,56
uncover,thorax,57,32
uncover,head top,56,14
uncover,Right ankle,54,93
uncover,Right knee,45,72
uncover,Right hip,70,67
uncover,Left hip,66,63
uncover,Left knee,40,72
uncover,Left ankle,54,93
uncover,Right wrist,56,23
uncover,Right elbow,43,24
uncover,Right shoulder,65,28
uncover,Left shoulder,60,26
uncover,Left elbow,48,39
uncover,Left wrist,42,29
uncover,thorax,59,25
uncover,head top,64,11
uncover,Right ankle,54,126
uncover,Right knee,54,103
uncover,Right hip,50,75
uncover,Left hip,68,75
uncover,Left knee,71,102
uncover,Left ankle,75,125
uncover,Right wrist,52,64
uncover,Right elbow,41,59
uncover,Right shoulder,47,41
uncover,Left shoulder,69,39
uncover,Left elbow,77,58
uncover,Left wrist,63,57
uncover,thorax,57,38
uncover,head top,56,20
uncover,Right ankle,56,96
uncover,Right knee,65,83
uncover,Right hip,47,65
uncover,Left hip,57,67
uncover,Left knee,66,94
uncover,Left ankle,58,119
uncover,Right wrist,68,57
uncover,Right elbow,54,54
uncover,Right shoulder,51,33
uncover,Left shoulder,60,34
uncover,Left elbow,74,21
uncover,Left wrist,59,25
uncover,thorax,56,30
uncover,head top,68,18
uncover,Right ankle,67,118
uncover,Right knee,60,93
uncover,Right hip,67,69
uncover,Left hip,64,69
uncover,Left knee,57,94
uncover,Left ankle,66,119
uncover,Right wrist,33,29
uncover,Right elbow,44,37
uncover,Right shoulder,64,28
uncover,Left shoulder,59,28
uncover,Left elbow,45,38
uncover,Left wrist,35,29
uncover,thorax,62,26
uncover,head top,59,13
uncover,Right ankle,40,121
uncover,Right knee,48,98
uncover,Right hip,52,73
uncover,Left hip,70,73
uncover,Left knee,77,97
uncover,Left ankle,89,120
uncover,Right wrist,54,56
uncover,Right elbow,41,56
uncover,Right shoulder,47,38
uncover,Left shoulder,71,36
uncover,Left elbow,77,53
uncover,Left wrist,63,52
uncover,thorax,58,35
uncover,head top,56,17
uncover,Right ankle,65,92
uncover,Right knee,39,94
uncover,Right hip,49,73
uncover,Left hip,62,74
uncover,Left knee,59,99
uncover,Left ankle,81,89
uncover,Right wrist,55,52
uncover,Right elbow,42,54
uncover,Right shoulder,46,37
uncover,Left shoulder,68,35
uncover,Left elbow,75,53
uncover,Left wrist,62,51
uncover,thorax,56,36
uncover,head top,55,17
uncover,Right ankle,41,97
uncover,Right knee,67,99
uncover,Right hip,58,74
uncover,Left hip,72,72
uncover,Left knee,88,91
uncover,Left ankle,61,94
uncover,Right wrist,52,56
uncover,Right elbow,42,57
uncover,Right shoulder,47,39
uncover,Left shoulder,71,36
uncover,Left elbow,79,54
uncover,Left wrist,64,52
uncover,thorax,57,36
uncover,head top,55,18
uncover,Right ankle,57,97
uncover,Right knee,66,82
uncover,Right hip,47,66
uncover,Left hip,57,66
uncover,Left knee,78,83
uncover,Left ankle,61,100
uncover,Right wrist,43,55
uncover,Right elbow,36,47
uncover,Right shoulder,46,31
uncover,Left shoulder,57,32
uncover,Left elbow,73,29
uncover,Left wrist,89,23
uncover,thorax,53,30
uncover,head top,57,15
uncover,Right ankle,59,115
uncover,Right knee,73,90
uncover,Right hip,59,71
uncover,Left hip,55,72
uncover,Left knee,77,88
uncover,Left ankle,61,111
uncover,Right wrist,46,59
uncover,Right elbow,48,51
uncover,Right shoulder,53,32
uncover,Left shoulder,58,32
uncover,Left elbow,70,19
uncover,Left wrist,56,26
uncover,thorax,57,30
uncover,head top,66,17
uncover,Right ankle,66,119
uncover,Right knee,57,92
uncover,Right hip,67,69
uncover,Left hip,63,69
uncover,Left knee,57,94
uncover,Left ankle,66,120
uncover,Right wrist,59,24
uncover,Right elbow,52,15
uncover,Right shoulder,54,32
uncover,Left shoulder,60,29
uncover,Left elbow,64,51
uncover,Left wrist,64,67
uncover,thorax,56,30
uncover,head top,49,15
uncover,Right ankle,57,138
uncover,Right knee,69,106
uncover,Right hip,58,80
uncover,Left hip,61,79
uncover,Left knee,77,104
uncover,Left ankle,61,134
uncover,Right wrist,71,15
uncover,Right elbow,86,29
uncover,Right shoulder,65,29
uncover,Left shoulder,46,28
uncover,Left elbow,42,15
uncover,Left wrist,62,12
uncover,thorax,59,24
uncover,head top,56,10
uncover,Right ankle,66,120
uncover,Right knee,46,95
uncover,Right hip,62,71
uncover,Left hip,54,69
uncover,Left knee,42,97
uncover,Left ankle,64,121
uncover,Right wrist,72,58
uncover,Right elbow,73,35
uncover,Right shoulder,61,21
uncover,Left shoulder,40,21
uncover,Left elbow,28,25
uncover,Left wrist,48,15
uncover,thorax,44,15
uncover,head top,40,3
uncover,Right ankle,54,124
uncover,Right knee,42,100
uncover,Right hip,63,73
uncover,Left hip,53,73
uncover,Left knee,41,101
uncover,Left ankle,64,121
uncover,Right wrist,54,9
uncover,Right elbow,75,12
uncover,Right shoulder,60,22
uncover,Left shoulder,35,30
uncover,Left elbow,35,56
uncover,Left wrist,39,73
uncover,thorax,45,20
uncover,head top,40,7
uncover,Right ankle,47,134
uncover,Right knee,67,109
uncover,Right hip,57,81
uncover,Left hip,63,80
uncover,Left knee,76,104
uncover,Left ankle,59,129
uncover,Right wrist,79,79
uncover,Right elbow,77,59
uncover,Right shoulder,76,34
uncover,Left shoulder,53,31
uncover,Left elbow,39,48
uncover,Left wrist,41,69
uncover,thorax,63,27
uncover,head top,69,12
uncover,Right ankle,59,118
uncover,Right knee,39,104
uncover,Right hip,49,77
uncover,Left hip,64,78
uncover,Left knee,65,111
uncover,Left ankle,64,137
uncover,Right wrist,36,75
uncover,Right elbow,41,53
uncover,Right shoulder,47,32
uncover,Left shoulder,73,32
uncover,Left elbow,83,53
uncover,Left wrist,86,75
uncover,thorax,61,28
uncover,head top,61,10
uncover,Right ankle,73,106
uncover,Right knee,49,92
uncover,Right hip,63,72
uncover,Left hip,57,70
uncover,Left knee,42,95
uncover,Left ankle,70,110
uncover,Right wrist,32,55
uncover,Right elbow,42,38
uncover,Right shoulder,57,16
uncover,Left shoulder,51,18
uncover,Left elbow,42,42
uncover,Left wrist,43,28
uncover,thorax,52,15
uncover,head top,48,3
uncover,Right ankle,51,137
uncover,Right knee,51,107
uncover,Right hip,52,77
uncover,Left hip,67,77
uncover,Left knee,71,107
uncover,Left ankle,73,135
uncover,Right wrist,54,23
uncover,Right elbow,36,16
uncover,Right shoulder,50,29
uncover,Left shoulder,71,30
uncover,Left elbow,88,18
uncover,Left wrist,67,22
uncover,thorax,60,28
uncover,head top,60,9
uncover,Right ankle,62,134
uncover,Right knee,76,105
uncover,Right hip,57,80
uncover,Left hip,60,80
uncover,Left knee,77,105
uncover,Left ankle,65,132
uncover,Right wrist,74,38
uncover,Right elbow,69,49
uncover,Right shoulder,51,28
uncover,Left shoulder,67,30
uncover,Left elbow,82,48
uncover,Left wrist,73,42
uncover,thorax,63,27
uncover,head top,63,12
uncover,Right ankle,57,140
uncover,Right knee,54,111
uncover,Right hip,52,74
uncover,Left hip,69,75
uncover,Left knee,76,110
uncover,Left ankle,57,124
uncover,Right wrist,40,74
uncover,Right elbow,41,53
uncover,Right shoulder,48,32
uncover,Left shoulder,75,32
uncover,Left elbow,82,55
uncover,Left wrist,83,73
uncover,thorax,61,28
uncover,head top,61,10
uncover,Right ankle,67,135
uncover,Right knee,59,104
uncover,Right hip,54,78
uncover,Left hip,68,78
uncover,Left knee,68,111
uncover,Left ankle,64,137
uncover,Right wrist,36,74
uncover,Right elbow,40,53
uncover,Right shoulder,46,31
uncover,Left shoulder,74,32
uncover,Left elbow,81,53
uncover,Left wrist,86,74
uncover,thorax,59,27
uncover,head top,59,9
uncover,Right ankle,57,123
uncover,Right knee,41,94
uncover,Right hip,64,74
uncover,Left hip,54,74
uncover,Left knee,43,101
uncover,Left ankle,73,112
uncover,Right wrist,76,63
uncover,Right elbow,76,41
uncover,Right shoulder,61,24
uncover,Left shoulder,36,31
uncover,Left elbow,39,55
uncover,Left wrist,40,73
uncover,thorax,46,22
uncover,head top,45,7
uncover,Right ankle,56,122
uncover,Right knee,41,96
uncover,Right hip,62,75
uncover,Left hip,56,73
uncover,Left knee,37,96
uncover,Left ankle,56,122
uncover,Right wrist,31,59
uncover,Right elbow,42,41
uncover,Right shoulder,45,26
uncover,Left shoulder,51,23
uncover,Left elbow,63,45
uncover,Left wrist,69,57
uncover,thorax,47,22
uncover,head top,45,8
uncover,Right ankle,60,138
uncover,Right knee,72,106
uncover,Right hip,56,80
uncover,Left hip,58,79
uncover,Left knee,75,104
uncover,Left ankle,64,135
uncover,Right wrist,68,24
uncover,Right elbow,79,39
uncover,Right shoulder,62,28
uncover,Left shoulder,44,33
uncover,Left elbow,68,42
uncover,Left wrist,85,49
uncover,thorax,52,26
uncover,head top,46,12
uncover,Right ankle,57,124
uncover,Right knee,43,97
uncover,Right hip,64,74
uncover,Left hip,59,72
uncover,Left knee,41,96
uncover,Left ankle,57,125
uncover,Right wrist,40,8
uncover,Right elbow,52,10
uncover,Right shoulder,61,21
uncover,Left shoulder,53,25
uncover,Left elbow,64,48
uncover,Left wrist,72,63
uncover,thorax,54,20
uncover,head top,48,6
uncover,Right ankle,54,136
uncover,Right knee,52,110
uncover,Right hip,51,75
uncover,Left hip,66,75
uncover,Left knee,68,101
uncover,Left ankle,68,119
uncover,Right wrist,40,73
uncover,Right elbow,42,54
uncover,Right shoulder,46,31
uncover,Left shoulder,70,29
uncover,Left elbow,88,17
uncover,Left wrist,67,17
uncover,thorax,58,27
uncover,head top,57,9
uncover,Right ankle,71,138
uncover,Right knee,70,106
uncover,Right hip,53,82
uncover,Left hip,57,80
uncover,Left knee,75,105
uncover,Left ankle,69,133
uncover,Right wrist,65,33
uncover,Right elbow,73,49
uncover,Right shoulder,56,29
uncover,Left shoulder,51,30
uncover,Left elbow,73,43
uncover,Left wrist,87,52
uncover,thorax,56,26
uncover,head top,57,13
uncover,Right ankle,54,121
uncover,Right knee,45,95
uncover,Right hip,64,72
uncover,Left hip,54,71
uncover,Left knee,41,99
uncover,Left ankle,64,124
uncover,Right wrist,76,62
uncover,Right elbow,75,41
uncover,Right shoulder,61,23
uncover,Left shoulder,36,27
uncover,Left elbow,35,53
uncover,Left wrist,35,71
uncover,thorax,48,19
uncover,head top,44,4
uncover,Right ankle,57,123
uncover,Right knee,40,96
uncover,Right hip,64,72
uncover,Left hip,58,71
uncover,Left knee,41,96
uncover,Left ankle,57,124
uncover,Right wrist,34,57
uncover,Right elbow,48,39
uncover,Right shoulder,57,23
uncover,Left shoulder,61,21
uncover,Left elbow,60,50
uncover,Left wrist,59,72
uncover,thorax,56,21
uncover,head top,54,6
uncover,Right ankle,74,104
uncover,Right knee,49,92
uncover,Right hip,61,71
uncover,Left hip,51,70
uncover,Left knee,38,96
uncover,Left ankle,57,123
uncover,Right wrist,64,47
uncover,Right elbow,73,31
uncover,Right shoulder,54,21
uncover,Left shoulder,31,29
uncover,Left elbow,34,52
uncover,Left wrist,39,71
uncover,thorax,39,19
uncover,head top,35,6
uncover,Right ankle,45,122
uncover,Right knee,75,102
uncover,Right hip,55,77
uncover,Left hip,58,76
uncover,Left knee,77,103
uncover,Left ankle,47,121
uncover,Right wrist,61,23
uncover,Right elbow,79,33
uncover,Right shoulder,64,28
uncover,Left shoulder,55,28
uncover,Left elbow,74,44
uncover,Left wrist,67,51
uncover,thorax,63,24
uncover,head top,61,10
uncover,Right ankle,48,132
uncover,Right knee,69,106
uncover,Right hip,58,81
uncover,Left hip,56,80
uncover,Left knee,76,104
uncover,Left ankle,50,131
uncover,Right wrist,70,26
uncover,Right elbow,83,43
uncover,Right shoulder,70,31
uncover,Left shoulder,52,30
uncover,Left elbow,40,49
uncover,Left wrist,43,69
uncover,thorax,61,26
uncover,head top,67,12
uncover,Right ankle,53,115
uncover,Right knee,46,96
uncover,Right hip,50,76
uncover,Left hip,67,75
uncover,Left knee,72,97
uncover,Left ankle,68,114
uncover,Right wrist,42,72
uncover,Right elbow,43,52
uncover,Right shoulder,46,32
uncover,Left shoulder,75,32
uncover,Left elbow,79,55
uncover,Left wrist,79,73
uncover,thorax,60,27
uncover,head top,61,9
uncover,Right ankle,52,138
uncover,Right knee,51,110
uncover,Right hip,52,80
uncover,Left hip,70,78
uncover,Left knee,81,107
uncover,Left ankle,54,116
uncover,Right wrist,41,74
uncover,Right elbow,43,53
uncover,Right shoulder,46,33
uncover,Left shoulder,75,32
uncover,Left elbow,79,56
uncover,Left wrist,82,74
uncover,thorax,61,28
uncover,head top,61,9
uncover,Right ankle,45,133
uncover,Right knee,69,108
uncover,Right hip,61,82
uncover,Left hip,58,82
uncover,Left knee,76,104
uncover,Left ankle,59,129
uncover,Right wrist,51,69
uncover,Right elbow,67,55
uncover,Right shoulder,75,34
uncover,Left shoulder,50,31
uncover,Left elbow,40,49
uncover,Left wrist,45,67
uncover,thorax,63,27
uncover,head top,69,12
uncover,Right ankle,61,117
uncover,Right knee,36,101
uncover,Right hip,52,78
uncover,Left hip,67,78
uncover,Left knee,71,111
uncover,Left ankle,72,136
uncover,Right wrist,34,71
uncover,Right elbow,40,51
uncover,Right shoulder,48,33
uncover,Left shoulder,74,31
uncover,Left elbow,83,50
uncover,Left wrist,87,74
uncover,thorax,61,28
uncover,head top,60,10
uncover,Right ankle,54,136
uncover,Right knee,51,107
uncover,Right hip,52,77
uncover,Left hip,67,77
uncover,Left knee,73,107
uncover,Left ankle,75,136
uncover,Right wrist,30,69
uncover,Right elbow,38,51
uncover,Right shoulder,46,31
uncover,Left shoulder,73,31
uncover,Left elbow,85,53
uncover,Left wrist,92,70
uncover,thorax,59,27
uncover,head top,58,9
uncover,Right ankle,61,120
uncover,Right knee,45,95
uncover,Right hip,62,72
uncover,Left hip,55,71
uncover,Left knee,43,96
uncover,Left ankle,71,120
uncover,Right wrist,86,49
uncover,Right elbow,75,35
uncover,Right shoulder,59,21
uncover,Left shoulder,34,29
uncover,Left elbow,36,56
uncover,Left wrist,39,73
uncover,thorax,41,20
uncover,head top,35,8
uncover,Right ankle,54,123
uncover,Right knee,46,95
uncover,Right hip,64,75
uncover,Left hip,54,73
uncover,Left knee,41,101
uncover,Left ankle,64,124
uncover,Right wrist,54,12
uncover,Right elbow,75,10
uncover,Right shoulder,62,21
uncover,Left shoulder,44,25
uncover,Left elbow,29,17
uncover,Left wrist,50,13
uncover,thorax,48,19
uncover,head top,43,5
uncover,Right ankle,61,135
uncover,Right knee,74,104
uncover,Right hip,56,80
uncover,Left hip,58,79
uncover,Left knee,73,104
uncover,Left ankle,63,133
uncover,Right wrist,70,34
uncover,Right elbow,65,47
uncover,Right shoulder,47,29
uncover,Left shoulder,62,29
uncover,Left elbow,79,41
uncover,Left wrist,69,33
uncover,thorax,56,26
uncover,head top,55,11
uncover,Right ankle,59,136
uncover,Right knee,72,105
uncover,Right hip,56,78
uncover,Left hip,61,78
uncover,Left knee,74,105
uncover,Left ankle,60,130
uncover,Right wrist,53,78
uncover,Right elbow,56,58
uncover,Right shoulder,62,31
uncover,Left shoulder,54,30
uncover,Left elbow,74,45
uncover,Left wrist,88,58
uncover,thorax,62,27
uncover,head top,67,14
uncover,Right ankle,53,135
uncover,Right knee,71,105
uncover,Right hip,61,77
uncover,Left hip,57,79
uncover,Left knee,77,102
uncover,Left ankle,63,132
uncover,Right wrist,72,16
uncover,Right elbow,89,24
uncover,Right shoulder,70,27
uncover,Left shoulder,49,28
uncover,Left elbow,36,47
uncover,Left wrist,37,69
uncover,thorax,59,23
uncover,head top,61,9
uncover,Right ankle,59,126
uncover,Right knee,44,97
uncover,Right hip,63,74
uncover,Left hip,56,73
uncover,Left knee,40,99
uncover,Left ankle,57,126
uncover,Right wrist,78,61
uncover,Right elbow,76,40
uncover,Right shoulder,61,24
uncover,Left shoulder,37,29
uncover,Left elbow,39,55
uncover,Left wrist,41,71
uncover,thorax,48,21
uncover,head top,44,7
uncover,Right ankle,55,116
uncover,Right knee,50,104
uncover,Right hip,49,77
uncover,Left hip,66,79
uncover,Left knee,71,105
uncover,Left ankle,72,134
uncover,Right wrist,54,16
uncover,Right elbow,35,15
uncover,Right shoulder,50,30
uncover,Left shoulder,74,31
uncover,Left elbow,82,52
